book_id,author,translator,publisher
33580,مهین سالار,,انتشارات مرسل
815,محمدحسین بهجت تبریزی,,طاقچه
816,علی اکبر حسن زاده,,انتشارات پلک
817,کاترین کارولاس,شمس‌الدین  حسینی,نشر هیرمند
33584,حسینعلی پورمدنی,,انتشارات مرسل
827,لاله  جعفری,,انتشارات امیرکبیر
828,,,کلیک
829,عابده بهمن پور,,انتشارات روایت فتح
830,,,روزنامه راه مردم
832,حبیبه جعفریان,,انتشارات روایت فتح
841,,,انتشارات سوره مهر
842,باربارا دی‌آنجلیس,شمس‌الدین  حسینی,نشر هیرمند
843,اسماعیل امینی,,انتشارات سوره مهر
33610,مجتبا هوشیار محبوب,,نشر روزگار
33612,پروانه شفیعی‌نیا,,نشر روزگار
33616,ونوشه اندرخور,,آوانامه
33617,هرتا مولر,طاهره زمانی بهابادی,نشر روزگار
853,ناصر کشاورز,,انتشارات امیرکبیر
33622,پروانه شفیعی‌نیا,,نشر روزگار
855,زهرا حیدری,,انتشارات سوره مهر
52273,مصطفی مستور,,نشر چشمه
33626,هدیه رضایی,,نشر روزگار
33628,دنیس شینی,فرید جواهر کلام,آوانامه
33629,سعید تقدسی,,قلم آذین رضا
33632,جیمز آ کوریک,مهدی حقیقت‌خواه,آوانامه
33633,علی بابایی خورزوقی,,نشر دارخوین
33635,علی بابایی خورزوقی,,نشر دارخوین
868,وجیهه سامانی,,انتشارات سوره مهر
869,محمدحسین جعفریان,,انتشارات سوره مهر
33642,هوشنگ اِرَم,,انتشارات اندیشه‌ عالم
33643,کورت هورتن هوبر,زهره زاهدی,نشر بخشایش
33644,لیل لوندز,مریم تقدیسی,انتشارات جیحون
877,,,روزنامه شرق
33646,بتی جی. ایدی,زهره زاهدی,کتاب‌های صوتی کتابسرای نیک
881,لوئیز ال. هی,شمس‌الدین  حسینی,نشر هیرمند
882,صادق هدایت,,طاقچه
892,,,نشریه شهرت
896,جان گاتمن,سید مرتضی نظری,اندیشه معاصر
897,راضیه تجار,,انتشارات سوره مهر
898,کاوه میرعباسی,,نشر ثالث
33664,هاروکی موراکامی,مهدی غبرایی,کتاب‌های صوتی کتابسرای نیک
33666,وین دایر,امید هدایت‌پور,پندار تابان
33671,ویجایا کومار,زهره زاهدی,انتشارات جیحون
33672,ویجایا کومار,زهره زاهدی,انتشارات اژدهای طلایی
33674,الیسون مک میلن,رضوان مینویی,انتشارات جیحون
33677,کیستوفر کنورتی,عطیه اخوان طهرانی,چتر فیروزه
910,مسعود نیکوکار,,گسترش علوم پایه
33678,کیستوفر کنورتی,محمد ارژنگ,چتر فیروزه
913,حمیدرضا مقسمی,,گسترش علوم پایه
914,بهناز ضرابی‌زاده,,انتشارات سوره مهر
33681,غلامرضا رمضانی,,انتشارات چرخ‌و‌فلک
33683,محمدرفیع ضیایی,,انتشارات چرخ‌و‌فلک
33684,نیکزاد نورپناه,,انتشارات روزنه
33685,میروسلاو پنکوف,محمدحسین واقف,انتشارات روزنه
33687,,,ماهنامه داروگ
33688,حسین یزدانی,,نشر روزگار
33691,همایون جمشیدیان,,نشر روزگار
926,پائولو کوئیلو,حسین نعیمی,نشر ثالث
927,منیژه آرمین,,انتشارات سوره مهر
928,برایان تریسی,الهام آرام‌نیا,نشر هیرمند
929,جورج اورول,مهدی بهره‌مند,انتشارات جامی
930,صدرالدین الهی,,نشر ثالث
937,,,روزنامه شرق
33713,جیمز کوزس,کورش اکبری,کتاب‌های صوتی کتابسرای نیک
952,,,هفته‌نامه امرداد
953,مهرانگیز پیوسته‌گر,,انتشارات آوای نور
33725,رضا مهدوی‌ هزاوه,,نشر روزگار
33728,نورالدین سالمی,,نشر روزگار
33729,,,ماهنامه طنز و کارتون خط خطی
33730,نیر ایال,مریم عبدلی,نشر کتاب مهربان
964,جین آستن,جمشید اسکندانی,نشر ثالث
965,محمدرضا سرشار,,انتشارات سوره مهر
966,غلامحسین ساعدی,,طاقچه
33733,احمد طرماح,,انتشارات مرسل
33737,ابوذر آهنگر,,نشر روزگار
33740,پاتریشیا د. نتسلی,فرید جواهر کلام,آوانامه
33741,محمد خدابخش,,نشر روزگار
975,حسین‌علی جعفری,,انتشارات سوره مهر
33743,مجتبی حبیبی,,نشر روزگار
977,,,انتشارات مرکز اسناد تاریخی
978,,,کلیک
33744,زهرا لرستانی,,نشر روزگار
33749,هومن هویدا,,نشر روزگار
33750,فهیمه سراوانی,,نشر روزگار
33756,علیرضا آقایی‌راد,,نشر روزگار
990,احمد دهقان,,انتشارات سوره مهر
991,آلبر کامو,اقدس یغمایی,انتشارات جامی
39274,حسین درگاهی,,انتشارات شمس‌الهُدی
1002,گئورگ لوکاچ,امید مهرگان,نشر ثالث
33773,رندی گیج,مریم رضاآسا,انتشارات رخداد کویر
1013,راندا برن,کتایون پاکتچی,نشر هیرمند
1014,پائولو کوئیلو,حسین نعیمی,نشر ثالث
39279,سیداحمد میرخانی,,انتشارات شمس‌الهُدی
1024,آندره ژید,سیروس ذکاء,انتشارات جامی
39282,اکبر احمدی,,موسسه فرهنگی هنری قوی سفید کودکان
33799,غلامحسین آذری مهر,,نشر روزگار
33800,چارلز بوکوفسکی,علی همتیان,انتشارات شمشاد
33801,استفانی مایر,زهرا لاری,انتشارات طلوع ققنوس
33803,سعید تقدسی,,قلم آذین رضا
39283,کوئیچی توهه,عادل  شیرازی,ناشر مؤلف
33811,عادل  شیرازی,,ناشر مؤلف
33817,,,روزنامه کیهان
33827,کتایون بناساز,,انتشارات نظری
33828,محمدحسین قربانی زواره,,انتشارات نظری
33829,نفیسه عقدایی,,انتشارات نظری
33835,زهرا ولی‌پوری,,انتشارات مینوفر
33843,زیگموند فروید,امین پاشا صمدیان,کتاب‌های صوتی کتابسرای نیک
33844,عادل  شیرازی,,انتشارات مینوفر
1082,گیسلا پروشاف,الگا کیایی,نشر هیرمند
1084,احمد یوسف‌زاده,,انتشارات سوره مهر
1087,رومن  گاری,لیلی گلستان,نشر ثالث
33858,سن پاتریک,,سبکتو
33864,کریستین دانکلی,محمد قربانی,انتشارات نیوند
1097,مریم بابادی,,انتشارات کتابخانه پیرداد
1098,راندا برن,الهام آرام‌نیا,نشر هیرمند
1099,,,ماهنامه طنز و کارتون خط خطی
1100,,امید مهرگان,نشر ثالث
33866,اسوناس لاینوس,وحید صهبائی,انتشارات مینوفر
33867,پرهام یادگاری (و دیگران),,انتشارات مینوفر
33868,ایمی جف,مریم جلالی,انتشارات نیوند
33869,رحیم مقدم,,انتشارات مینوفر
33870,,سحر رمضانی,آوا رسا
1111,پائولو کوئیلو,حسین نعیمی,نشر ثالث
33880,والت دیزنی,سحر رمضانی,آوا رسا
33881,,,آوا رسا
33882,,محدثه زردکانلو,آوا رسا
33883,جین آستن,فاطمه موسایی,انتشارات نور علم
33888,جویس اتکینز,هوشنگ حسامی,انتشارات ماه آوا
33890,,پوران سامی,انتشارات بشری
33891,گابریل وینبرگ,,سبکتو
1124,شروین وکیلی,,نشر شورآفرین
33892,تورنتون وایلدر,حسن ملکی,انتشارات ماه آوا
1126,رومن  گاری,منوچهر عدنانی,نشر ثالث
33893,ریموند کارور,مصطفی مستور,انتشارات ماه آوا
33898,ایزاک بشویس  سینگر,ناتالی چوبینه,انتشارات ماه آوا
33900,آرتورکانن دویل,جمشید اسکندانی,انتشارات ماه آوا
33901,آرتورکانن دویل,جمشید اسکندانی,انتشارات ماه آوا
33902,آرتورکانن دویل,جمشید اسکندانی,انتشارات ماه آوا
1136,جعفر شکری,,ناشر مؤلف
33904,روبرت صافاریان,,انتشارات ماه آوا
33905,ابراهیم گلستان,,انتشارات ماه آوا
33906,پرویز  دوایی,,انتشارات ماه آوا
33907,صمد  بهرنگی,,انتشارات ماه آوا
33908,محمود دولت‌آبادی,,انتشارات ماه آوا
33909,روبم فونسکا,,انتشارات ماه آوا
33910,حمید مصدق,,انتشارات ماه آوا
33911,نظامی گنجوی,,انتشارات ماه آوا
33913,سیاوش کسرایی,,انتشارات ماه آوا
1146,پائولو کوئیلو,حسین نعیمی,نشر ثالث
1147,عقیل تاجیک‌یبر,,انتشارات پلک
33914,کریستین بوبن,فرزانه مهری,انتشارات ماه آوا
33915,فردریک پل,پرویز شهریاری,انتشارات ماه آوا
33917,رابرت هنگستورم,,سبکتو
33921,آیت‌الله سیدعزیزالله امامت کاشانی,,انتشارات مرسل
1158,شراره حبیبی,,انتشارات آوای نور
1159,,,کلیک
1160,برایان تریسی,شمس‌الدین  حسینی,نشر هیرمند
1161,زیگموند فروید,حسن صفوی,انتشارات جامی
1162,چارلز بوکوفسکی,احمد پوری,بوتیمار
1172,فاطمه بیدی,,انتشارات آوای نور
1173,مریم برادران,,انتشارات روایت فتح
1174,هرتا مولر,رباب محب,بوتیمار
1175,آلبر کامو,یحیی مروستی,انتشارات جامی
1176,فئودور داستایفسکی,جلال آل احمد,انتشارات جامی
1177,,علی معصومی,بوتیمار
1178,فئودور داستایفسکی,پرویز داریوش,بوتیمار
1179,ژان پل سارتر,جلال آل احمد,انتشارات جامی
1180,,,نشریه شهرت
33940,دبورا گری,هانیه مالمیر,انتشارات طلوع ققنوس
33952,سوجاتا ساتاپاسی,مینا نظری‌کمال,انتشارات فرهنگ پژوهان دانش
33957,عباس خواجه‌پیری,,انتشارات آثار سبز
1190,مایکل لوسیر,الهام آرام‌نیا,نشر هیرمند
1191,,,روزنامه راه مردم
33958,,,مجله همه راز موفقیت
33959,هارون یحیی,,انتشارات هلال
1194,,,روزنامه ایران ورزشی
1197,,,روزنامه شرق
1199,مارتین سلیگمن,رامین کریمی,بهار سبز
1200,هادی ارشدی,,ناشر مؤلف
1201,,علی معصومی,بوتیمار
1202,آرنولد لازاروس,آزیتا نجات‌مهر,نشر هیرمند
1204,شروین وکیلی,,نشر شورآفرین
1205,پائولو کوئیلو,حسین نعیمی,نشر ثالث
1206,فاطمه بیدی,,انتشارات آوای نور
33981,زهره زاهدی,,کتاب‌های صوتی کتابسرای نیک
1215,,,هفته‌نامه امرداد
1218,محمدرضا سرگلزائی,,بهار سبز
